author,comment,published_at
@Okazu84,"And that was me disqualifying, cancelling, wiping away, de-indexing, closing, ignoring, yelling, yawning at every single suggestion of that trailer as yet another quality fan-made trailer, believing Jackman was (sadly) a man of his word when it came to Logan&#39;s ultimate fate in the film of the same name, that happened to be one of the most disturbing, obscure and mature iterations of the franchise&#39;s darkest timeline yet.<br><br>And then, I watched. And my mind exploded. Texting and sending frenetic audios to all my fan friends that laugh back at me since I&#39;m SO late to the party.<br><br>I clicked on this trailer posted on a non-official channel believing I would at least enjoy a quality artist view of what &quot;could have been in another Earth&quot;. I dreamed, hoped, waiting, thought, obsessed so many times, in so many forms, for so many years, randomly googling any piece of news that could have the slightest connection to such a revival that I had somehow completely made peace with leaving the most glorious past where it belonged, behind us, with our best memories to cherish about it. <br><br>And suddenly, the OFFICIAL Wolverine jumped, roared, swore, drank, was such a marvelous piece of tortured trash again and then shined on the savage battlefied, with non other than Reynold&#39;s Deadpool.<br><br>This cannot be real. <br><br>Yet, it is.<br><br>I , LOVE, MY, SILLY, DAY.",2024-05-09T12:46:23Z
@bbkknn333,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=100"">1:40</a> 20th Century Fox 😂",2024-05-09T11:38:54Z
@escaperaccooncity392,Finally. Marvel is back at it again.,2024-05-09T11:02:25Z
@Ronbonbon7,"Technically it wasn’t Wolverine that messed up the whole world, just the X-men, no thanks to mr. Sinister and Mysterio. It was really the company Essex that was responsible for wiping out most mutants in Logan. They laced the world’s food supply with a specialized sugar that has an anti- mutant antigen.",2024-05-09T09:53:11Z
@Mojo_3.14,"Okay, now I&#39;m happy.  After this please let Hugh Jackman do no more Wolverine stuff except maybe voice work.  This is (hopefully) the high note that caps his retirement of the character in style.",2024-05-09T08:38:45Z
@kzm9741,Amount of profanity is ridiculous,2024-05-09T07:52:48Z
@nick-vy3dm,We are silly gang,2024-05-09T07:02:50Z
@chuyocaca4153,Am so there@!,2024-05-09T05:18:56Z
@satadrubanerjee4862,So someone finally remembered that Wolverine like all superheroes has a costume too?😂,2024-05-09T05:14:01Z
@georgepmr,so Loki was a test donkey for Deadpool &amp; the TVA...lame,2024-05-09T02:56:44Z
@greenarrow.,The fourth movie should be Deadpool and Spider-Man <br>Or Deadpool and punisher,2024-05-09T02:17:26Z
@Kamilo4202,Doctor strange???,2024-05-09T01:49:41Z
@jakejimenez7973,The movie to save marvel right now and Disney can’t stand it but they have no choice 😂,2024-05-09T01:43:28Z
@PrettybuoyJones1992,I loved that Madonna&#39;s music is in this.❤😮😍🤩🤗🔥💅💪🤟,2024-05-09T01:39:05Z
@clarkmeldrum7276,This looks awful.,2024-05-09T01:32:22Z
@isaabushi9770,"I beat Deadpool is in the Logan timeline <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=44"">0:44</a>",2024-05-09T00:39:16Z
@petergarcia3373,What’s LFG?,2024-05-09T00:26:46Z
@tasniasha2015,"If the trailer song is in the movie, it’s going to be epic",2024-05-09T00:22:16Z
@lorddalek,Trailer has three F Bombs. &quot;THIS FILM IS NOT YET RATED&quot;,2024-05-08T23:51:29Z
@Adam-zm5sb,I think this movie&#39;s going to be stupid: but they KILLED the trailer 👍👌,2024-05-08T23:45:51Z
@Caesar316,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=34"">0:34</a> CN Tower in the background.",2024-05-08T22:57:47Z
@user-elena-smart,"Wolverine was my favorite X-Man, when I was a child, I was 11 when the 1st movie came. After watching this trailer I&#39;ve seen Deadpool and Deadpool 2 (for the 1st time) cuz I&#39;m certainly going to the cinema for  &quot;Deadpool and Wolverine&quot;😊",2024-05-08T21:53:37Z
@milaqeutteslayqueen,2 months are coming?,2024-05-08T21:53:16Z
@dominiclacroix9489,Duuude.. Hugh Jackman as Wolverine is legendary. I was already excited for a Deadpool movie but Deadpool AND Hugh Jackman Wolverine is gonna be epic. Love this trailer to no end. Cant wait to see it,2024-05-08T21:19:43Z
@theamazingworldoutthere,The smile with the gun pointed at his forehead 😱🔥🔥🔥🔥🔥🔥🔥🔥👌👌👌,2024-05-08T19:49:05Z
@joyboy6752,I cannot believe the internet made &quot;lets gooo&quot; a thing,2024-05-08T19:34:15Z
@ConfusedBicycle-wm3dl,I think characters are now starting to where comic book suits in now,2024-05-08T18:52:59Z
@mervmurdock8816,<b>when you call my name</b> wol ver ine comes up 🙏🏽 song suits this trailer 100%,2024-05-08T18:49:32Z
@Cardibot,Only 13 million views?,2024-05-08T18:37:30Z
@Higinjhhg1123,Its crazy how good this trailer is,2024-05-08T18:37:03Z
@gamer_playroblox,Marvel please bring back ironman in this movie and make it good with nice CGI Please 😢😢,2024-05-08T17:39:59Z
@Dreamgameryt34,So Excited For Deadpool&amp;Wolverine❤❤❤😊😊😊,2024-05-08T17:21:29Z
@GabCapone,Wait Vanessa is alive??,2024-05-08T16:14:18Z
@Davidwilldoit,BUY AMC ENTERTAINMENT STOCK!!!! Let’s GO APES!!! To the mooooon!!!!,2024-05-08T15:59:28Z
@IC18Entertainment,LFG indeed!,2024-05-08T15:52:12Z
@deadpaul4399,“I’m soaking wet right now” I am 😅,2024-05-08T15:42:22Z
@Tuzon15,Ugh! Hugh Jackman in a wolverine suit looks so sick. Never have I been happy seeing a superhero in a suit than now. He looks exactly like Wolverine!,2024-05-08T15:24:09Z
@armaanmadki5043,"Broooo ancient one 😍😍 <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=99"">1:39</a>",2024-05-08T15:13:48Z
@ghostthomas9221,I have not been excited for a movie in so long...,2024-05-08T14:46:49Z
@Rrrb040,So in this movie they meet for the first time ? Because in the movie xmen origins wolverine they already worked together,2024-05-08T12:52:15Z
@ambersheikhofficial,But last movie logan in wolverine is a dead💀,2024-05-08T11:52:35Z
@therabbit317,There is no way this movie will be bad,2024-05-08T11:17:17Z
@alpharoy7775,You were an X-Men<br>...<br>You were THE X-Men<br><br>You&#39;re darn right!,2024-05-08T08:47:05Z
@CrookedRosePOD,Looks stupid 🙄,2024-05-08T08:39:21Z
@fastersixth,Trying to see if we have any boomers in the comments that doesn’t understand my favourite abbreviation LFG. But nothing. I’m Surprised. Positively!,2024-05-08T08:25:02Z
@sukmanajaya4447,Deadpool needs to go to Korea to bring back his handsomeness,2024-05-08T08:22:37Z
@Kodakzakk,"Ant man’s helmet at <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=112"">1:52</a> ?",2024-05-08T07:58:18Z
@cdrmusicredibility9362,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2024-05-08T07:18:46Z
@notsmiffy,"its so amazing we get to see hugh jackman&#39;s wolverine in ANOTHER rated R movie. and this time, in his prime",2024-05-08T06:05:31Z
@aryamanverma3553,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=68"">1:08</a>-<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=158"">2:38</a>",2024-05-08T05:32:19Z
@The_Minotaur,Another trash marvel movie,2024-05-08T04:54:56Z
@brycewanbaugh8956,Can they please have a wolverine/deapool variant that turns out to be Gary Busey under the mask?,2024-05-08T04:30:28Z
@TheAbhiviews,Have cool theory how Deadpool universe will end and who will survive. Please check this one,2024-05-08T04:18:10Z
@goblin_gamezz9691,Dr strange ❤‍🩹..... Is there!,2024-05-08T03:00:50Z
@Godzillaxkongmothra,W,2024-05-08T02:45:12Z
@ElMalito187,"Let&#39;s be honest if Wesley Snipes reprises his role as Blade for this movie, people will roar in triumph. Wesley Snipes is my Blade. His gruffness and personality is what sold the film into three movies and a brief tv series.",2024-05-08T02:38:56Z
@LaDyFaCe180,LFG,2024-05-08T02:38:02Z
@c.b.kansan1700,I&#39;m not a terrified religious man..... but please God dont let this suck.,2024-05-08T02:05:55Z
@Inquiringmind0,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=99"">1:39</a><br>What is that nonbinary looking thing? Its presence lowers the quality of the movie.",2024-05-08T01:56:43Z
@AnthonyNiroshan,The background music for this trailer is spot on!!!,2024-05-08T00:29:45Z
@mmind2295,Where&#39;s Gambit,2024-05-08T00:08:43Z
@CoquiMuncher,"<b>He&#39;s right, he is Marvel Jesus.</b>",2024-05-08T00:04:55Z
@PhantomGamerXYT,Imagine if this was the very first Deadpool movie instead of the one we ended up with I still like that movie but imagine if this was his first movie,2024-05-07T23:59:46Z
@elementSe34,"Great to listen from <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=70"">1:10</a> with bass headphones.",2024-05-07T23:03:41Z
@RicardoSilva-tu6yb,I just hope they dont forget Vanessa on this one 🙏🏻,2024-05-07T22:18:16Z
@Retadin,Facebook says this trailer goes against community standards. lmao!,2024-05-07T22:06:20Z
@ransomg9479,"Don’t get me wrong, I LOVE that Hugh Jackman is in the classic yellow suit, but could we PLEASE have him wear the iconic mask as well? I think it’d be a great missed opportunity otherwise.",2024-05-07T21:33:35Z
@nickkairon2206,Only duo that can save marvel,2024-05-07T21:06:50Z
@PabloEspana-ie4li,"Deadpool is gonna enter the MCU world along with Wolverine to fix it, and what can I expect to see? Well, there will be huge surprises, and I definitely wanna see Deadpool interact with She-Hulk.",2024-05-07T20:44:46Z
@marcom7397,Sounds like we won&#39;t be getting a 3rd act flashback thanks to Iger,2024-05-07T20:31:40Z
@tyroneadams5404,"deadpool is like spiderman (not the ones with Toby)just not worth watching, Wmcu dead",2024-05-07T20:01:40Z
@johannsebastianbach3501,THANKS KEVIN FEIGE AND BOB LIAR-GER FOR RUINING WHAT COULD HAVE BEEN THE BEST MARVEL FILM YET. Thanks for your efforts Ryan Reynolds and for taking a stand against the Disney poison.,2024-05-07T19:30:14Z
@coleoakley3292,FEIGE SAID IT WAS OFF LIMITS!! 😂😂😂😂😂😂,2024-05-07T18:51:54Z
@Psilocybin77,<b>claps excitedly like a slightly retahded seal</b>,2024-05-07T18:18:15Z
@carlandrewmanago2378,"Yo, was that Antman costume with a fukin bone inside? 🤔",2024-05-07T17:58:46Z
@michaelshauger5046,Great trailer or greatest trailer?,2024-05-07T17:20:21Z
@BLuvsDesigns,&quot;wanna build a snowman&quot;🤣🤣🤣🤣,2024-05-07T17:19:06Z
@andrewgardner8972,"I think it will be as good as men in black trilogy, Deadpool 2, spider man no way home, etc. Hopefully it’s a lot better than the flash even though Michael Keaton back as Batman was the only good thing and the best part of the film.",2024-05-07T16:48:21Z
@ayothecreator1381,He’s finally back🎉🎉🎉🎉🎉🎉🎉,2024-05-07T16:44:46Z
@jordonwood-13,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=103"">1:43</a> I wanna take you there!",2024-05-07T16:16:30Z
@yousufiqbal8694,"A moment of silence for the pain he felt at <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=57"">0:57</a>",2024-05-07T15:33:56Z
@mydogisgucci,Let&#39;s go Tom Wambsgans!,2024-05-07T15:26:18Z
@a6born702,Everyone worrying about wolverine suit <br>No body is talking about wolverine&#39;s mask.<br>Tell him to Wear the mask 😄,2024-05-07T14:10:03Z
@CDNslicker09,"They are going all out with this one! Bringing Hugh Jackman back, casting a mentally ill actor for Cassandra, totally awesome!!!",2024-05-07T13:35:59Z
@PurePele1,This looks quite good ngl,2024-05-07T13:30:41Z
@airman6822,"Well, if I wanted to hear an F bomb every 2 min, this would be the movie for me I guess.",2024-05-07T12:53:34Z
@khaledmohamed6856,Idk man something about this movie just doesn&#39;t feel right.<br>I can&#39;t put my finger on it.,2024-05-07T12:26:31Z
@therabbit317,"Not Deadpool 3...yea ok, but LET&#39;S GO!!!",2024-05-07T11:37:29Z
@PeanutStrawberry,Just the way he leans into the gun and smirk... chills! xD,2024-05-07T09:48:43Z
@anishaakhter6976,"It might be America chavez at the end, not dr strange bcz Dr strange cannot open portals across universes but America can, also she was training to be a sorcerer so maybe she can open sling portals to different universes",2024-05-07T09:42:37Z
@jonathandomingo6370,did ant man die? WTF?,2024-05-07T09:36:23Z
@user-wz6jb3og3h,5555,2024-05-07T09:05:06Z
@Peely916,Aaaaah,2024-05-07T08:38:49Z
@fronsjergantz1603,"wkkwkwkw, this is will going to be funnier when wolverine combat with deadpool🤣🤣",2024-05-07T06:33:23Z
@Trogon-vn3sf,STAN LEE Would Be So F***ING PROUD TO SEE THESE 2 COME TO LIFE !!!,2024-05-07T04:48:07Z
@blucat016,"What I am seeing is a more lethal “Nice Guys” vibe out of this movie, you know the one starring Other Canadian Ryan and Other Actor from Down Under.",2024-05-07T04:39:44Z
@Dodgemod,The difference between talking to the old lady and talking to wolverine without his mask shows theres a lot that happens in the movie that it looks like he is losing his abilities. Amazing details,2024-05-07T02:12:30Z
@Kungfubillyhoyle,Finally a movie from Disney that I am excited for.,2024-05-07T01:48:42Z
@jhenk54,Rest in peace FOX. Long live the MCU!,2024-05-07T00:54:35Z
@bloodbath7773,Magneto&#39;s daughter?,2024-05-07T00:36:18Z
@ricardomedina9267,Deadpool 3 can make history in cinema. Going to the third screen to a traditional saga film was never made. I hope they don&#39;t disappoint. Save the MCU.,2024-05-07T00:27:35Z
@leviathanz,strange be always appearing in all marvel now after the multi verse,2024-05-07T00:10:38Z
@agustin3710,This is the first MCU movie since Endgame that has truly caught my attention,2024-05-06T22:06:58Z
@jonahcandrian1348,Jumping in to the final battle scene in endgame?,2024-05-06T21:35:45Z
@EditoroftheT-force,what does lfg mean,2024-05-06T21:02:50Z
@GalleonOD,white girl interrupted can someone explain this joke?,2024-05-06T20:46:47Z
@jd194582,The first Marvel movie I’ll go see since End Game,2024-05-06T20:37:23Z
@candacemccoy-tyer7457,Do you want to build a snowman? &quot;Yes but I cant&quot;,2024-05-06T20:19:34Z
@MrDueltube,"What&#39;s this? A Marvel movie that actually looks good, am I hallucinating?",2024-05-06T18:58:14Z
@gustavomartin8048,Is this the same deadpool from the first two movies or this deadpool from another universe,2024-05-06T18:27:39Z
@luuji5253,his arm looks so CGi hahahhaa.<br>anyone noticed?,2024-05-06T16:59:14Z
@un_tip_obisnuit,well.... the movie came so did my exams. Wtf did i do man,2024-05-06T16:29:41Z
@totallylegityoutubeperson4170,Guaranteed that slow mo walk scene  he&#39;ll be masked up.,2024-05-06T16:23:58Z
@user-uy9vt7hu8b,Waiting for it,2024-05-06T16:21:30Z
@natersart6854,I hope Wolverine wears his mask.,2024-05-06T14:55:14Z
@I-speak-U-shut-it,Bartender looks like that dude who tried to start a fight with Wolverine at the bridge in X-Men Origins Wolverine 😂,2024-05-06T13:44:18Z
@danielcastaneda4975,Looks extremely PG-13 for me,2024-05-06T13:02:18Z
@cyborgbushy1016,&quot;unless you wanna take a deep breath through your fuckin forehead&quot;<br><br>Wow.. just wow...,2024-05-06T12:56:37Z
@gdheib0430,Definitely headed to the movies for this one.,2024-05-06T12:26:02Z
@stevecristian6932,The first MCU movie that his main characters are from a different studio,2024-05-06T11:44:39Z
@Aadiiiilll,MATRIX,2024-05-06T11:28:18Z
@user-tn3ix4fb5b,When I heard that wolverine let down his entire universe I cried because that means no more x men 😭😭😭,2024-05-06T07:41:56Z
@scopetoxn,"So far I saw a version of the ancient one, ant man, Goliath, and a sling ring circle. So probably battleworld.",2024-05-06T05:00:18Z
@Joel_Animetions,What does LFG mean in the end of the trailer?,2024-05-06T04:59:25Z
@hamd941,"After July 26th, from that point forward, The MCU is gonna change forever 💛❤️!!!!",2024-05-06T04:54:08Z
@hamd941,After almost 7 years later my two favorite superheroes are coming together and saving the entire MCU 🔥🔥💛❤️ my childhood&#39;s coming back Logan&#39;s coming back!!!!!💛❤️ July just can&#39;t get here sooner so excited!!!!👍💛❤️,2024-05-06T04:53:00Z
@BigLastOfUsFan2,&quot;SHUT UP AND TAKE MY MONEY&quot;<br>-Fry (Futurama),2024-05-06T03:31:20Z
@hanifiaktas3395,scary movie 7 izlemeye değer ama asla bir marvel değil.,2024-05-06T03:03:54Z
@mateomunoz6031,Es cine,2024-05-06T02:24:09Z
@makkane5557,Man the way he leans his head into the gun is really deep.,2024-05-06T02:09:11Z
@cenzo87,RIP to all those people who never lived to see this 💔,2024-05-06T00:59:34Z
@spookylive2k,My soul and body is ready for this movie is yours ?,2024-05-06T00:34:39Z
@laurenan9381,"madonna, ryan reynolds, and hugh jackman!",2024-05-06T00:14:45Z
@amatanata,Is that seriously the 20th Century Fox logo behind them while they&#39;re fighting? That&#39;s hilarious,2024-05-05T22:55:15Z
@HOR022880,That&#39;s how you do a trailer,2024-05-05T22:42:30Z
@crokkadoodledoo9956,"would be so much better if it wasn&#39;t so 4th wall shtick,  I know thats the whole Deadpool - marvel film gimmick and worked for 1st 2 films but cmon. make an edgy black comedy marvel movie like it should be like the comics.",2024-05-05T22:13:27Z
@Tito-bv6om,anyone wonder what happened to that Wolverines world????,2024-05-05T22:07:31Z
@tfutrell000,Just a like a dream....,2024-05-05T22:01:11Z
@zsh010,We wanna build snowmen,2024-05-05T21:52:09Z
@xainkuze2338,"Deadpool: I don&#39;t know anything about saving worlds, but you do!<br><br>Wolverine: what can I tell you kid, I&#39;m no hero and I suck at this!<br><br>Deadpool: you are an X-Men, you are the X-Men the only person Left alive the only one to survive, Charles Xavier knew that there was only one man to leave his torch to and it was you! You are the man of the hour whether you like it or not it&#39;s time to step up or shut up so what&#39;s it going to be James Howlett!<br><br>Me: it&#39;s about fu😲king time! LFG!!!!!",2024-05-05T21:15:23Z
